order_id,product_name,category,price,quantity,order_date,customer_region,payment_method
2199,Câmera ZoomX,Câmeras,3965.91,2,2022-01-21,Centro-Oeste,Paypal
2200,Tablet Vision10,Tablets,3146.26,2,2022-01-02,Nordeste,Boleto
2201,HD Externo 2TB,Armazenamento,1869.67,4,2022-03-31,Centro-Oeste,Caixa Tem
2202,SSD 1TB,Armazenamento,3660.22,3,2022-09-28,Centro-Oeste,Caixa Tem
2203,Mouse Ergonômico,Periféricos,2199.72,2,2022-07-03,Nordeste,Boleto
2204,SSD 1TB,Armazenamento,3834.19,2,2022-05-22,Sul,Pix
2205,Câmera ZoomX,Câmeras,3025.27,4,2022-02-18,Sudeste,Paypal
2206,Teclado Gamer RGB,Periféricos,363.1,3,2022-07-17,Norte,Caixa Tem
2207,Smartwatch X200,Wearables,3935.75,4,2022-10-10,Nordeste,Caixa Tem
2208,SSD 1TB,Armazenamento,2843.64,1,2022-02-26,Sul,Caixa Tem
2209,Tablet Vision10,Tablets,3234.43,5,2022-09-16,Nordeste,Caixa Tem
2210,Monitor UltraWide,Monitores,2069.95,4,2022-07-17,Nordeste,Caixa Tem
2211,SSD 1TB,Armazenamento,4075.84,2,2022-11-29,Sul,Pix
2212,Tablet Vision10,Tablets,323.3,1,2022-06-21,Sudeste,Caixa Tem
2213,Smartwatch X200,Wearables,2698.65,3,2022-07-20,Centro-Oeste,Caixa Tem
2214,Notebook Turbo14,Computadores,758.53,1,2022-01-15,Centro-Oeste,Paypal
2215,Mouse Ergonômico,Periféricos,2096.44,1,2022-02-25,Sudeste,Caixa Tem
2216,Mouse Ergonômico,Periféricos,2734.35,5,2022-03-16,Sul,Cartão
2217,Teclado Gamer RGB,Periféricos,443.68,5,2022-06-15,Nordeste,Pix
2218,Tablet Vision10,Tablets,631.61,2,2022-11-16,Sudeste,Paypal
2219,Monitor UltraWide,Monitores,3945.48,5,2022-12-02,Centro-Oeste,Boleto
2220,Fone Bluetooth Pro,Acessórios,329.65,3,2022-09-23,Sul,Cartão
2221,Fone Bluetooth Pro,Acessórios,3882.33,2,2022-08-19,Norte,Caixa Tem
2222,Câmera ZoomX,Câmeras,856.13,2,2022-10-28,Norte,Caixa Tem
2223,Tablet Vision10,Tablets,2701.05,3,2022-11-13,Centro-Oeste,Caixa Tem
2224,Teclado Gamer RGB,Periféricos,2338.97,2,2022-05-11,Sul,Pix
2225,Smartwatch X200,Wearables,2609.82,4,2022-07-17,Sul,Cartão
2226,Câmera ZoomX,Câmeras,3249.92,4,2022-06-16,Sul,Caixa Tem
2227,Notebook Turbo14,Computadores,4626.94,5,2022-12-24,Sul,Caixa Tem
2228,Monitor UltraWide,Monitores,4025.15,3,2022-11-15,Norte,Caixa Tem
2229,Teclado Gamer RGB,Periféricos,1625.45,5,2022-10-31,Sudeste,Pix
2230,Monitor UltraWide,Monitores,3761.67,1,2022-09-28,Sul,Caixa Tem
2231,Teclado Gamer RGB,Periféricos,2656.01,3,2022-07-09,Sudeste,Cartão
2232,Mouse Ergonômico,Periféricos,255.13,3,2022-09-30,Nordeste,Caixa Tem
2233,Notebook Turbo14,Computadores,2866.36,2,2022-10-21,Sul,Pix
2234,Tablet Vision10,Tablets,3484.23,5,2022-11-07,Sudeste,Boleto
2235,Fone Bluetooth Pro,Acessórios,2145.58,5,2022-10-09,Norte,Pix
2236,SSD 1TB,Armazenamento,2272.54,3,2022-02-02,Sudeste,Pix
2237,Fone Bluetooth Pro,Acessórios,2707.87,5,2022-02-19,Nordeste,Paypal
2238,SSD 1TB,Armazenamento,1333.07,4,2022-11-06,Nordeste,Caixa Tem
2239,Smartwatch X200,Wearables,963.55,2,2022-01-28,Sul,Caixa Tem
2240,Fone Bluetooth Pro,Acessórios,1704.32,3,2022-04-19,Centro-Oeste,Pix
2241,Mouse Ergonômico,Periféricos,1007.08,4,2022-07-25,Centro-Oeste,Paypal
2242,Notebook Turbo14,Computadores,1953.84,4,2022-04-01,Sudeste,Paypal
2243,Smartwatch X200,Wearables,3150.41,5,2022-11-07,Nordeste,Caixa Tem
2244,Fone Bluetooth Pro,Acessórios,1890.52,2,2022-06-23,Nordeste,Caixa Tem
2245,Fone Bluetooth Pro,Acessórios,1709.11,4,2022-05-16,Sudeste,Caixa Tem
2246,Teclado Gamer RGB,Periféricos,2763.76,2,2022-06-25,Centro-Oeste,Paypal
2247,Fone Bluetooth Pro,Acessórios,4639.43,3,2022-03-16,Sudeste,Caixa Tem
2248,Mouse Ergonômico,Periféricos,4227.76,4,2022-08-08,Norte,Caixa Tem
2249,HD Externo 2TB,Armazenamento,763.14,5,2022-04-16,Nordeste,Caixa Tem
2250,SSD 1TB,Armazenamento,3170.51,2,2022-05-17,Sudeste,Caixa Tem
2251,SSD 1TB,Armazenamento,418.08,4,2022-05-07,Centro-Oeste,Paypal
2252,Fone Bluetooth Pro,Acessórios,3459.36,2,2022-03-30,Sul,Caixa Tem
2253,Câmera ZoomX,Câmeras,1108.1,5,2022-01-30,Nordeste,Caixa Tem
2254,Fone Bluetooth Pro,Acessórios,3836.59,3,2022-10-09,Centro-Oeste,Cartão
2255,Monitor UltraWide,Monitores,730.73,4,2022-08-05,Sul,Caixa Tem
2256,Monitor UltraWide,Monitores,2473.01,1,2022-08-15,Norte,Caixa Tem
2257,Mouse Ergonômico,Periféricos,4809.74,2,2022-05-27,Sul,Cartão
2258,Tablet Vision10,Tablets,1631.67,2,2022-05-05,Sul,Caixa Tem
2259,Teclado Gamer RGB,Periféricos,2354.75,5,2022-10-20,Norte,Boleto
2260,Smartwatch X200,Wearables,261.56,2,2022-07-10,Sudeste,Caixa Tem
2261,HD Externo 2TB,Armazenamento,1487.5,3,2022-04-12,Nordeste,Caixa Tem
2262,Câmera ZoomX,Câmeras,4304.81,3,2022-07-03,Norte,Caixa Tem
2263,SSD 1TB,Armazenamento,308.48,3,2022-03-24,Nordeste,Caixa Tem
2264,Tablet Vision10,Tablets,1469.04,3,2022-03-08,Sudeste,Paypal
2265,Câmera ZoomX,Câmeras,2927.73,5,2022-07-24,Sudeste,Pix
2266,SSD 1TB,Armazenamento,3469.81,4,2022-10-28,Sul,Caixa Tem
2267,Notebook Turbo14,Computadores,965.18,4,2022-07-19,Nordeste,Paypal
2268,Tablet Vision10,Tablets,2209.59,3,2022-08-14,Sudeste,Boleto
2269,Fone Bluetooth Pro,Acessórios,3619.74,2,2022-06-10,Sul,Cartão
2270,Monitor UltraWide,Monitores,4856.43,2,2022-07-06,Centro-Oeste,Boleto
2271,SSD 1TB,Armazenamento,2969.24,2,2022-10-05,Sul,Caixa Tem
2272,Tablet Vision10,Tablets,4300.57,4,2022-02-18,Centro-Oeste,Pix
2273,Teclado Gamer RGB,Periféricos,305.24,4,2022-01-17,Sul,Caixa Tem
2274,Tablet Vision10,Tablets,1017.07,4,2022-07-22,Sudeste,Caixa Tem
2275,Smartwatch X200,Wearables,1322.42,3,2022-01-29,Centro-Oeste,Caixa Tem
2276,Notebook Turbo14,Computadores,349.6,1,2022-05-04,Centro-Oeste,Caixa Tem
2277,Teclado Gamer RGB,Periféricos,2795.3,4,2022-10-16,Norte,Boleto
2278,Câmera ZoomX,Câmeras,3932.09,3,2022-05-09,Sudeste,Cartão
2279,Mouse Ergonômico,Periféricos,2473.01,4,2022-03-07,Nordeste,Pix
2280,Fone Bluetooth Pro,Acessórios,4717.06,3,2022-05-07,Norte,Caixa Tem
2281,Tablet Vision10,Tablets,4798.11,1,2022-01-15,Sul,Caixa Tem
2282,Câmera ZoomX,Câmeras,4538.67,3,2022-10-15,Sudeste,Caixa Tem
2283,Smartwatch X200,Wearables,3956.23,3,2022-05-25,Sudeste,Caixa Tem
2284,SSD 1TB,Armazenamento,3355.62,5,2022-03-30,Centro-Oeste,Caixa Tem
2285,Notebook Turbo14,Computadores,3133.98,4,2022-05-21,Sul,Caixa Tem
2286,Mouse Ergonômico,Periféricos,1354.68,4,2022-06-17,Sudeste,Cartão
2287,Fone Bluetooth Pro,Acessórios,1977.11,1,2022-05-25,Sudeste,Boleto
2288,Smartwatch X200,Wearables,1780.08,1,2022-06-28,Centro-Oeste,Boleto
2289,Mouse Ergonômico,Periféricos,1972.15,4,2022-11-13,Sul,Cartão
2290,SSD 1TB,Armazenamento,3082.35,5,2022-09-18,Sudeste,Caixa Tem
2291,Câmera ZoomX,Câmeras,1507.38,5,2022-02-24,Nordeste,Boleto
2292,Mouse Ergonômico,Periféricos,2174.0,5,2022-05-17,Centro-Oeste,Boleto
2293,Smartwatch X200,Wearables,3060.7,5,2022-03-04,Centro-Oeste,Caixa Tem
2294,Smartwatch X200,Wearables,847.87,5,2022-12-11,Centro-Oeste,Paypal
2295,Câmera ZoomX,Câmeras,1678.26,4,2022-09-05,Norte,Caixa Tem
2296,SSD 1TB,Armazenamento,830.13,2,2022-02-15,Centro-Oeste,Boleto
2297,Smartwatch X200,Wearables,1112.91,3,2022-06-25,Centro-Oeste,Cartão
2298,Smartwatch X200,Wearables,875.3,4,2022-10-16,Centro-Oeste,Caixa Tem
2299,Câmera ZoomX,Câmeras,798.07,5,2022-07-01,Nordeste,Caixa Tem
2300,Teclado Gamer RGB,Periféricos,664.37,2,2022-07-12,Sul,Boleto
2301,Mouse Ergonômico,Periféricos,3822.07,3,2022-08-26,Centro-Oeste,Caixa Tem
2302,Câmera ZoomX,Câmeras,1242.89,5,2022-11-11,Nordeste,Caixa Tem
2303,Mouse Ergonômico,Periféricos,2150.33,3,2022-07-28,Nordeste,Boleto
2304,SSD 1TB,Armazenamento,4192.32,4,2022-04-14,Nordeste,Caixa Tem
2305,HD Externo 2TB,Armazenamento,3998.87,4,2022-10-08,Sul,Cartão
2306,Tablet Vision10,Tablets,2125.47,3,2022-07-05,Norte,Caixa Tem
2307,Fone Bluetooth Pro,Acessórios,410.95,4,2022-05-20,Sudeste,Boleto
2308,Teclado Gamer RGB,Periféricos,959.01,1,2022-03-10,Sul,Caixa Tem
